街道ID,平均行程车速（km/h）,时间,时间片（一个时间片为5分钟）,交通指数,通过样本总行程时间(s),通过样本总行驶长度(m)
67,6.2E+001,"	2018-03-01 00:00:00.000000",6,1.0E+000,1.8042E+004,3.11739E+005
66,5.3E+001,"	2018-03-01 00:00:00.000000",6,1.0E+000,7.493E+003,1.09363E+005
65,4.0E+001,"	2018-03-01 00:00:00.000000",6,1.0E+000,9.64E+002,1.0631E+004
64,3.3E+001,"	2018-03-01 00:00:00.000000",6,2.0E+000,2.286E+003,2.1228E+004
63,5.0E+001,"	2018-03-01 00:00:00.000000",6,2.0E+000,3.723E+003,5.219E+004
62,6.3E+001,"	2018-03-01 00:00:00.000000",6,1.0E+000,4.63E+003,8.1564E+004
61,6.9E+001,"	2018-03-01 00:00:00.000000",6,0,2.41E+002,4.594E+003
60,4.3E+001,"	2018-03-01 00:00:00.000000",6,1.0E+000,8.86E+002,1.0686E+004
59,6.3E+001,"	2018-03-01 00:00:00.000000",6,1.0E+000,6.303E+003,1.10357E+005
58,5.8E+001,"	2018-03-01 00:00:00.000000",6,0,4.496E+003,7.2865E+004
57,5.6E+001,"	2018-03-01 00:00:00.000000",6,1.0E+000,7.22E+003,1.11899E+005
56,5.6E+001,"	2018-03-01 00:00:00.000000",6,1.0E+000,5.138E+003,8.0637E+004
55,4.9E+001,"	2018-03-01 00:00:00.000000",6,1.0E+000,4.737E+003,6.3963E+004
54,3.8E+001,"	2018-03-01 00:00:00.000000",6,1.0E+000,2.824E+003,2.9768E+004
53,5.5E+001,"	2018-03-01 00:00:00.000000",6,1.0E+000,1.4599E+004,2.2187E+005
52,4.9E+001,"	2018-03-01 00:00:00.000000",6,1.0E+000,1.2654E+004,1.72149E+005
51,3.5E+001,"	2018-03-01 00:00:00.000000",6,1.0E+000,4.7145E+004,4.61417E+005
50,4.0E+001,"	2018-03-01 00:00:00.000000",6,1.0E+000,2.5525E+004,2.85746E+005
49,4.8E+001,"	2018-03-01 00:00:00.000000",6,1.0E+000,1.654E+004,2.22193E+005
3,4.9E+001,"	2018-03-01 00:00:00.000000",14,0,5.4722E+004,7.52003E+005
2,4.0E+001,"	2018-03-01 00:00:00.000000",14,1.0E+000,8.6091E+004,9.59872E+005
1,4.7E+001,"	2018-03-01 00:00:00.000000",14,1.0E+000,1.6801E+004,2.17526E+005
0,5.1E+001,"	2018-03-01 00:00:00.000000",14,0,2.17E+002,3.049E+003
63,5.2E+001,"	2018-03-01 00:00:00.000000",14,2.0E+000,1.964E+003,2.8518E+004
62,5.2E+001,"	2018-03-01 00:00:00.000000",14,1.0E+000,4.345E+003,6.2896E+004
61,6.5E+001,"	2018-03-01 00:00:00.000000",14,0,9.0E+000,1.56E+002
60,3.6E+001,"	2018-03-01 00:00:00.000000",14,2.0E+000,1.062E+003,1.0572E+004
59,7.2E+001,"	2018-03-01 00:00:00.000000",14,1.0E+000,4.138E+003,8.2434E+004
58,4.6E+001,"	2018-03-01 00:00:00.000000",14,2.0E+000,4.573E+003,5.7825E+004
57,5.5E+001,"	2018-03-01 00:00:00.000000",14,2.0E+000,4.699E+003,7.2448E+004
56,4.6E+001,"	2018-03-01 00:00:00.000000",14,2.0E+000,4.449E+003,5.683E+004
55,5.0E+001,"	2018-03-01 00:00:00.000000",14,1.0E+000,2.751E+003,3.8067E+004
54,3.9E+001,"	2018-03-01 00:00:00.000000",14,1.0E+000,1.342E+003,1.4632E+004
53,5.3E+001,"	2018-03-01 00:00:00.000000",14,1.0E+000,1.1227E+004,1.65799E+005
52,4.4E+001,"	2018-03-01 00:00:00.000000",14,2.0E+000,1.1645E+004,1.42982E+005
51,3.8E+001,"	2018-03-01 00:00:00.000000",14,1.0E+000,4.4577E+004,4.72417E+005
50,4.0E+001,"	2018-03-01 00:00:00.000000",14,1.0E+000,1.8014E+004,2.02181E+005
49,4.3E+001,"	2018-03-01 00:00:00.000000",14,1.0E+000,1.1174E+004,1.32413E+005
48,4.4E+001,"	2018-03-01 00:00:00.000000",14,1.0E+000,3.101E+004,3.76916E+005
47,4.0E+001,"	2018-03-01 00:00:00.000000",14,1.0E+000,1.8413E+004,2.02411E+005
74,6.4E+001,"	2018-03-01 00:00:00.000000",14,0,2.271E+003,4.0613E+004
73,5.8E+001,"	2018-03-01 00:00:00.000000",14,0,6.4E+002,1.0367E+004
71,4.6E+001,"	2018-03-01 00:00:00.000000",14,0,3.9785E+004,5.07204E+005
70,4.8E+001,"	2018-03-01 00:00:00.000000",14,0,1.5274E+004,2.04412E+005
69,4.1E+001,"	2018-03-01 00:00:00.000000",14,1.0E+000,6.988E+003,7.8816E+004
68,3.5E+001,"	2018-03-01 00:00:00.000000",14,1.0E+000,2.6169E+004,2.54206E+005
67,5.6E+001,"	2018-03-01 00:00:00.000000",14,1.0E+000,1.1607E+004,1.80752E+005
66,5.0E+001,"	2018-03-01 00:00:00.000000",14,0,7.081E+003,9.825E+004
65,2.6E+001,"	2018-03-01 00:00:00.000000",14,4.0E+000,7.49E+002,5.453E+003
64,3.4E+001,"	2018-03-01 00:00:00.000000",14,2.0E+000,1.984E+003,1.8609E+004
1,5.0E+001,"	2018-03-01 00:00:00.000000",13,0,1.9402E+004,2.68076E+005
0,5.4E+001,"	2018-03-01 00:00:00.000000",13,0,2.42E+002,3.611E+003
59,6.7E+001,"	2018-03-01 00:00:00.000000",13,1.0E+000,5.716E+003,1.05922E+005
58,4.6E+001,"	2018-03-01 00:00:00.000000",13,1.0E+000,4.614E+003,5.8339E+004
57,5.3E+001,"	2018-03-01 00:00:00.000000",13,2.0E+000,4.504E+003,6.6499E+004
56,4.9E+001,"	2018-03-01 00:00:00.000000",13,1.0E+000,3.817E+003,5.1705E+004
40,5.1E+001,"	2018-03-01 00:00:00.000000",13,0,3.8482E+004,5.44761E+005
39,4.3E+001,"	2018-03-01 00:00:00.000000",13,1.0E+000,3.7676E+004,4.496E+005
38,5.5E+001,"	2018-03-01 00:00:00.000000",13,1.0E+000,1.8563E+004,2.83724E+005
37,4.8E+001,"	2018-03-01 00:00:00.000000",13,0,1.0891E+004,1.45721E+005
36,6.0E+001,"	2018-03-01 00:00:00.000000",13,0,2.1961E+004,3.63577E+005
35,4.7E+001,"	2018-03-01 00:00:00.000000",13,1.0E+000,8.55E+003,1.12399E+005
34,5.1E+001,"	2018-03-01 00:00:00.000000",13,1.0E+000,8.916E+003,1.26372E+005
33,5.6E+001,"	2018-03-01 00:00:00.000000",13,1.0E+000,3.196E+003,4.9324E+004
32,4.7E+001,"	2018-03-01 00:00:00.000000",13,0,2.932E+003,3.788E+004
31,6.1E+001,"	2018-03-01 00:00:00.000000",13,0,1.095E+003,1.8404E+004
30,4.5E+001,"	2018-03-01 00:00:00.000000",13,0,7.08E+002,8.902E+003
29,5.1E+001,"	2018-03-01 00:00:00.000000",13,1.0E+000,2.773E+003,3.9504E+004
28,5.8E+001,"	2018-03-01 00:00:00.000000",13,0,1.9874E+004,3.20855E+005
27,3.3E+001,"	2018-03-01 00:00:00.000000",13,1.0E+000,1.6295E+004,1.47681E+005
26,3.0E+001,"	2018-03-01 00:00:00.000000",13,1.0E+000,7.804E+003,6.4893E+004
25,3.2E+001,"	2018-03-01 00:00:00.000000",13,1.0E+000,1.1329E+004,1.00564E+005
24,4.6E+001,"	2018-03-01 00:00:00.000000",13,0,2.8395E+004,3.63013E+005
23,4.8E+001,"	2018-03-01 00:00:00.000000",13,0,3.0879E+004,4.10141E+005
22,5.8E+001,"	2018-03-01 00:00:00.000000",13,0,1.9418E+004,3.10586E+005
21,5.7E+001,"	2018-03-01 00:00:00.000000",13,0,3.0087E+004,4.77855E+005
20,4.6E+001,"	2018-03-01 00:00:00.000000",13,0,1.1994E+004,1.54303E+005
19,3.1E+001,"	2018-03-01 00:00:00.000000",13,1.0E+000,1.9339E+004,1.68389E+005
18,4.4E+001,"	2018-03-01 00:00:00.000000",13,0,1.4941E+004,1.81211E+005
17,3.6E+001,"	2018-03-01 00:00:00.000000",13,1.0E+000,2.3979E+004,2.39259E+005
16,5.1E+001,"	2018-03-01 00:00:00.000000",13,0,6.815E+003,9.6404E+004
15,5.0E+001,"	2018-03-01 00:00:00.000000",13,0,1.5225E+004,2.10167E+005
14,4.0E+001,"	2018-03-01 00:00:00.000000",13,1.0E+000,2.3748E+004,2.64157E+005
13,3.2E+001,"	2018-03-01 00:00:00.000000",13,2.0E+000,4.1126E+004,3.60275E+005
12,3.6E+001,"	2018-03-01 00:00:00.000000",13,1.0E+000,4.781E+003,4.762E+004
55,5.8E+001,"	2018-03-01 00:00:00.000000",13,1.0E+000,4.015E+003,6.4481E+004
54,4.1E+001,"	2018-03-01 00:00:00.000000",13,1.0E+000,9.62E+002,1.0886E+004
53,5.3E+001,"	2018-03-01 00:00:00.000000",13,1.0E+000,1.45E+004,2.15221E+005
52,4.6E+001,"	2018-03-01 00:00:00.000000",13,2.0E+000,1.1541E+004,1.48773E+005
51,3.7E+001,"	2018-03-01 00:00:00.000000",13,1.0E+000,3.8292E+004,3.96537E+005
50,3.9E+001,"	2018-03-01 00:00:00.000000",13,1.0E+000,1.7737E+004,1.9346E+005
49,4.4E+001,"	2018-03-01 00:00:00.000000",13,1.0E+000,1.1973E+004,1.46094E+005
48,4.4E+001,"	2018-03-01 00:00:00.000000",13,1.0E+000,3.3991E+004,4.14001E+005
47,3.9E+001,"	2018-03-01 00:00:00.000000",13,1.0E+000,1.908E+004,2.07642E+005
46,4.6E+001,"	2018-03-01 00:00:00.000000",13,1.0E+000,3.521E+003,4.524E+004
45,4.3E+001,"	2018-03-01 00:00:00.000000",13,2.0E+000,1.4385E+004,1.70946E+005
44,5.6E+001,"	2018-03-01 00:00:00.000000",13,0,4.464E+003,6.8999E+004
43,4.7E+001,"	2018-03-01 00:00:00.000000",13,1.0E+000,9.946E+003,1.28837E+005
42,3.8E+001,"	2018-03-01 00:00:00.000000",13,1.0E+000,5.89E+003,6.2089E+004
41,3.1E+001,"	2018-03-01 00:00:00.000000",13,2.0E+000,7.488E+003,6.3878E+004
74,7.2E+001,"	2018-03-01 00:00:00.000000",13,0,2.403E+003,4.829E+004
73,2.8E+001,"	2018-03-01 00:00:00.000000",13,4.0E+000,6.29E+002,4.809E+003
71,4.4E+001,"	2018-03-01 00:00:00.000000",13,0,3.7024E+004,4.47592E+005
70,5.1E+001,"	2018-03-01 00:00:00.000000",13,0,1.3992E+004,1.96881E+005
69,4.0E+001,"	2018-03-01 00:00:00.000000",13,1.0E+000,6.81E+003,7.5335E+004
68,3.3E+001,"	2018-03-01 00:00:00.000000",13,1.0E+000,2.3775E+004,2.17784E+005
67,5.5E+001,"	2018-03-01 00:00:00.000000",13,1.0E+000,1.0771E+004,1.64855E+005
66,5.0E+001,"	2018-03-01 00:00:00.000000",13,1.0E+000,7.321E+003,1.01217E+005
65,3.0E+001,"	2018-03-01 00:00:00.000000",13,2.0E+000,8.33E+002,6.963E+003
64,3.2E+001,"	2018-03-01 00:00:00.000000",13,1.0E+000,1.416E+003,1.2653E+004
63,4.2E+001,"	2018-03-01 00:00:00.000000",13,3.0E+000,2.345E+003,2.7041E+004
62,4.9E+001,"	2018-03-01 00:00:00.000000",13,2.0E+000,2.908E+003,3.9511E+004
61,5.6E+001,"	2018-03-01 00:00:00.000000",13,0,3.77E+002,5.816E+003
60,4.2E+001,"	2018-03-01 00:00:00.000000",13,1.0E+000,6.87E+002,8.059E+003
11,4.9E+001,"	2018-03-01 00:00:00.000000",13,1.0E+000,9.639E+003,1.32136E+005
10,3.8E+001,"	2018-03-01 00:00:00.000000",13,1.0E+000,1.1384E+004,1.19264E+005
9,4.3E+001,"	2018-03-01 00:00:00.000000",13,0,1.0163E+004,1.21145E+005
8,3.1E+001,"	2018-03-01 00:00:00.000000",13,1.0E+000,8.73E+003,7.4256E+004
7,5.5E+001,"	2018-03-01 00:00:00.000000",13,0,2.7795E+004,4.23351E+005
6,4.5E+001,"	2018-03-01 00:00:00.000000",13,0,1.7792E+004,2.22283E+005
5,5.4E+001,"	2018-03-01 00:00:00.000000",13,0,2.4049E+004,3.58049E+005
4,4.2E+001,"	2018-03-01 00:00:00.000000",13,1.0E+000,2.3973E+004,2.81309E+005
3,4.6E+001,"	2018-03-01 00:00:00.000000",13,1.0E+000,5.3368E+004,6.86017E+005
2,4.1E+001,"	2018-03-01 00:00:00.000000",13,1.0E+000,8.0125E+004,9.16356E+005
11,5.1E+001,"	2018-03-01 00:00:00.000000",12,0,1.1697E+004,1.65483E+005
10,4.0E+001,"	2018-03-01 00:00:00.000000",12,0,1.2996E+004,1.45679E+005
9,4.3E+001,"	2018-03-01 00:00:00.000000",12,1.0E+000,1.036E+004,1.22854E+005
8,3.0E+001,"	2018-03-01 00:00:00.000000",12,1.0E+000,8.687E+003,7.2925E+004
7,5.4E+001,"	2018-03-01 00:00:00.000000",12,1.0E+000,2.8605E+004,4.31191E+005
6,4.4E+001,"	2018-03-01 00:00:00.000000",12,1.0E+000,1.9192E+004,2.33055E+005
5,5.7E+001,"	2018-03-01 00:00:00.000000",12,0,2.103E+004,3.3153E+005
4,4.2E+001,"	2018-03-01 00:00:00.000000",12,1.0E+000,2.198E+004,2.54927E+005
3,5.0E+001,"	2018-03-01 00:00:00.000000",12,0,5.0796E+004,7.08987E+005
74,6.9E+001,"	2018-03-01 00:00:00.000000",12,0,2.97E+003,5.6537E+004
73,2.9E+001,"	2018-03-01 00:00:00.000000",12,3.0E+000,4.06E+002,3.259E+003
72,4.5E+001,"	2018-03-01 00:00:00.000000",12,0,1.53E+002,1.908E+003
71,4.4E+001,"	2018-03-01 00:00:00.000000",12,0,3.6907E+004,4.54258E+005
70,4.9E+001,"	2018-03-01 00:00:00.000000",12,0,1.6694E+004,2.27259E+005
69,3.6E+001,"	2018-03-01 00:00:00.000000",12,2.0E+000,8.943E+003,8.9311E+004
68,3.2E+001,"	2018-03-01 00:00:00.000000",12,2.0E+000,2.5387E+004,2.26536E+005
67,5.4E+001,"	2018-03-01 00:00:00.000000",12,2.0E+000,8.707E+003,1.30857E+005
51,3.6E+001,"	2018-03-01 00:00:00.000000",12,1.0E+000,3.8569E+004,3.81829E+005
50,3.9E+001,"	2018-03-01 00:00:00.000000",12,1.0E+000,1.79E+004,1.91737E+005
49,4.5E+001,"	2018-03-01 00:00:00.000000",12,1.0E+000,1.2189E+004,1.52227E+005
48,4.3E+001,"	2018-03-01 00:00:00.000000",12,1.0E+000,3.0481E+004,3.63386E+005
47,3.8E+001,"	2018-03-01 00:00:00.000000",12,1.0E+000,1.9534E+004,2.0852E+005
46,4.2E+001,"	2018-03-01 00:00:00.000000",12,1.0E+000,3.093E+003,3.6394E+004
45,4.8E+001,"	2018-03-01 00:00:00.000000",12,1.0E+000,1.4968E+004,2.00247E+005
44,5.6E+001,"	2018-03-01 00:00:00.000000",12,1.0E+000,3.744E+003,5.8147E+004
43,4.7E+001,"	2018-03-01 00:00:00.000000",12,1.0E+000,1.2431E+004,1.63293E+005
42,3.9E+001,"	2018-03-01 00:00:00.000000",12,1.0E+000,6.332E+003,6.8377E+004
41,3.4E+001,"	2018-03-01 00:00:00.000000",12,1.0E+000,5.622E+003,5.2726E+004
40,5.2E+001,"	2018-03-01 00:00:00.000000",12,0,3.2191E+004,4.6798E+005
39,4.3E+001,"	2018-03-01 00:00:00.000000",12,1.0E+000,3.8542E+004,4.57922E+005
38,5.2E+001,"	2018-03-01 00:00:00.000000",12,1.0E+000,1.7946E+004,2.59766E+005
37,5.4E+001,"	2018-03-01 00:00:00.000000",12,0,9.862E+003,1.46846E+005
36,5.8E+001,"	2018-03-01 00:00:00.000000",12,0,1.7821E+004,2.85662E+005
35,4.4E+001,"	2018-03-01 00:00:00.000000",12,1.0E+000,8.065E+003,9.9381E+004
34,4.9E+001,"	2018-03-01 00:00:00.000000",12,1.0E+000,8.052E+003,1.08765E+005
33,5.5E+001,"	2018-03-01 00:00:00.000000",12,1.0E+000,4.367E+003,6.7134E+004
32,4.7E+001,"	2018-03-01 00:00:00.000000",12,0,2.339E+003,3.036E+004
31,7.0E+001,"	2018-03-01 00:00:00.000000",12,0,9.75E+002,1.886E+004
30,2.9E+001,"	2018-03-01 00:00:00.000000",12,4.0E+000,1.422E+003,1.1492E+004
29,4.5E+001,"	2018-03-01 00:00:00.000000",12,1.0E+000,3.925E+003,4.9067E+004
28,5.5E+001,"	2018-03-01 00:00:00.000000",12,0,1.681E+004,2.57361E+005
27,2.8E+001,"	2018-03-01 00:00:00.000000",12,2.0E+000,1.6154E+004,1.26107E+005
26,3.0E+001,"	2018-03-01 00:00:00.000000",12,1.0E+000,6.023E+003,5.0774E+004
25,3.2E+001,"	2018-03-01 00:00:00.000000",12,1.0E+000,1.0296E+004,9.2037E+004
24,4.8E+001,"	2018-03-01 00:00:00.000000",12,0,2.648E+004,3.50234E+005
23,4.5E+001,"	2018-03-01 00:00:00.000000",12,0,2.9572E+004,3.66163E+005
2,4.1E+001,"	2018-03-01 00:00:00.000000",12,1.0E+000,7.9149E+004,9.05538E+005
1,5.0E+001,"	2018-03-01 00:00:00.000000",12,1.0E+000,1.652E+004,2.28963E+005
0,5.5E+001,"	2018-03-01 00:00:00.000000",12,1.0E+000,2.13E+002,3.261E+003
66,5.5E+001,"	2018-03-01 00:00:00.000000",12,1.0E+000,6.514E+003,9.8981E+004
65,4.5E+001,"	2018-03-01 00:00:00.000000",12,1.0E+000,5.08E+002,6.285E+003
64,2.8E+001,"	2018-03-01 00:00:00.000000",12,4.0E+000,1.624E+003,1.2717E+004
63,5.3E+001,"	2018-03-01 00:00:00.000000",12,1.0E+000,2.154E+003,3.1773E+004
62,6.2E+001,"	2018-03-01 00:00:00.000000",12,0,2.703E+003,4.6825E+004
61,4.7E+001,"	2018-03-01 00:00:00.000000",12,0,5.79E+002,7.485E+003
60,4.4E+001,"	2018-03-01 00:00:00.000000",12,1.0E+000,9.1E+002,1.1157E+004
59,6.6E+001,"	2018-03-01 00:00:00.000000",12,1.0E+000,4.661E+003,8.5621E+004
58,4.6E+001,"	2018-03-01 00:00:00.000000",12,2.0E+000,5.684E+003,7.2005E+004
57,6.2E+001,"	2018-03-01 00:00:00.000000",12,1.0E+000,6.289E+003,1.07685E+005
56,5.0E+001,"	2018-03-01 00:00:00.000000",12,2.0E+000,5.26E+003,7.2874E+004
55,6.0E+001,"	2018-03-01 00:00:00.000000",12,1.0E+000,3.907E+003,6.532E+004
54,3.6E+001,"	2018-03-01 00:00:00.000000",12,1.0E+000,1.352E+003,1.3585E+004
53,5.1E+001,"	2018-03-01 00:00:00.000000",12,1.0E+000,1.4643E+004,2.0933E+005
52,4.5E+001,"	2018-03-01 00:00:00.000000",12,2.0E+000,1.1501E+004,1.43987E+005
22,5.2E+001,"	2018-03-01 00:00:00.000000",12,0,1.9851E+004,2.8495E+005
21,5.5E+001,"	2018-03-01 00:00:00.000000",12,0,3.207E+004,4.91725E+005
20,4.5E+001,"	2018-03-01 00:00:00.000000",12,0,1.5827E+004,1.95978E+005
19,2.9E+001,"	2018-03-01 00:00:00.000000",12,1.0E+000,1.8854E+004,1.52835E+005
18,4.1E+001,"	2018-03-01 00:00:00.000000",12,0,1.2899E+004,1.46473E+005
17,3.5E+001,"	2018-03-01 00:00:00.000000",12,1.0E+000,2.386E+004,2.30167E+005
16,5.1E+001,"	2018-03-01 00:00:00.000000",12,0,6.925E+003,9.8039E+004
15,4.9E+001,"	2018-03-01 00:00:00.000000",12,0,1.6188E+004,2.22413E+005
14,4.2E+001,"	2018-03-01 00:00:00.000000",12,1.0E+000,2.577E+004,2.99537E+005
13,3.0E+001,"	2018-03-01 00:00:00.000000",12,2.0E+000,4.3628E+004,3.60905E+005
12,4.0E+001,"	2018-03-01 00:00:00.000000",12,0,6.737E+003,7.5182E+004
7,5.5E+001,"	2018-03-01 00:00:00.000000",11,0,2.8899E+004,4.44972E+005
6,4.3E+001,"	2018-03-01 00:00:00.000000",11,1.0E+000,1.8706E+004,2.21013E+005
5,5.3E+001,"	2018-03-01 00:00:00.000000",11,0,2.0933E+004,3.08157E+005
4,4.5E+001,"	2018-03-01 00:00:00.000000",11,0,2.0281E+004,2.54419E+005
3,5.0E+001,"	2018-03-01 00:00:00.000000",11,0,4.7524E+004,6.58037E+005
2,4.1E+001,"	2018-03-01 00:00:00.000000",11,1.0E+000,8.697E+004,9.84558E+005
1,5.1E+001,"	2018-03-01 00:00:00.000000",11,0,1.99E+004,2.81201E+005
0,5.6E+001,"	2018-03-01 00:00:00.000000",11,0,1.88E+002,2.936E+003
20,4.4E+001,"	2018-03-01 00:00:00.000000",11,0,1.6506E+004,1.99589E+005
19,3.1E+001,"	2018-03-01 00:00:00.000000",11,1.0E+000,2.1012E+004,1.82605E+005
18,4.3E+001,"	2018-03-01 00:00:00.000000",11,0,1.4003E+004,1.6591E+005
61,5.7E+001,"	2018-03-01 00:00:00.000000",11,0,4.36E+002,6.939E+003
60,3.3E+001,"	2018-03-01 00:00:00.000000",11,3.0E+000,7.77E+002,7.127E+003
59,6.8E+001,"	2018-03-01 00:00:00.000000",11,1.0E+000,6.196E+003,1.17004E+005
58,4.5E+001,"	2018-03-01 00:00:00.000000",11,2.0E+000,4.893E+003,6.1017E+004
57,5.5E+001,"	2018-03-01 00:00:00.000000",11,1.0E+000,4.978E+003,7.596E+004
56,4.5E+001,"	2018-03-01 00:00:00.000000",11,2.0E+000,5.675E+003,7.0633E+004
55,5.8E+001,"	2018-03-01 00:00:00.000000",11,0,3.99E+003,6.4393E+004
54,3.6E+001,"	2018-03-01 00:00:00.000000",11,1.0E+000,8.96E+002,8.96E+003
53,5.1E+001,"	2018-03-01 00:00:00.000000",11,1.0E+000,1.1173E+004,1.59647E+005
52,4.7E+001,"	2018-03-01 00:00:00.000000",11,2.0E+000,1.3354E+004,1.75904E+005
51,3.5E+001,"	2018-03-01 00:00:00.000000",11,1.0E+000,4.2271E+004,4.07806E+005
50,3.5E+001,"	2018-03-01 00:00:00.000000",11,2.0E+000,2.1088E+004,2.07467E+005
49,4.3E+001,"	2018-03-01 00:00:00.000000",11,1.0E+000,1.2304E+004,1.48151E+005
48,4.0E+001,"	2018-03-01 00:00:00.000000",11,1.0E+000,3.1354E+004,3.49576E+005
47,4.1E+001,"	2018-03-01 00:00:00.000000",11,1.0E+000,1.9361E+004,2.20204E+005
46,5.5E+001,"	2018-03-01 00:00:00.000000",11,0,3.876E+003,5.8894E+004
45,4.7E+001,"	2018-03-01 00:00:00.000000",11,1.0E+000,1.5924E+004,2.07767E+005
68,3.2E+001,"	2018-03-01 00:00:00.000000",10,2.0E+000,2.6224E+004,2.31925E+005
67,5.8E+001,"	2018-03-01 00:00:00.000000",10,2.0E+000,1.1983E+004,1.91489E+005
66,4.8E+001,"	2018-03-01 00:00:00.000000",10,2.0E+000,1.0521E+004,1.41195E+005
65,4.1E+001,"	2018-03-01 00:00:00.000000",10,0,5.69E+002,6.414E+003
64,2.8E+001,"	2018-03-01 00:00:00.000000",10,3.0E+000,1.054E+003,8.257E+003
63,5.0E+001,"	2018-03-01 00:00:00.000000",10,1.0E+000,2.593E+003,3.6226E+004
62,6.3E+001,"	2018-03-01 00:00:00.000000",10,1.0E+000,4.188E+003,7.384E+004
60,2.7E+001,"	2018-03-01 00:00:00.000000",10,4.0E+000,7.58E+002,5.734E+003
59,7.0E+001,"	2018-03-01 00:00:00.000000",10,1.0E+000,6.882E+003,1.33206E+005
58,5.1E+001,"	2018-03-01 00:00:00.000000",10,1.0E+000,6.221E+003,8.836E+004
57,5.4E+001,"	2018-03-01 00:00:00.000000",10,2.0E+000,4.26E+003,6.4481E+004
27,3.6E+001,"	2018-03-01 00:00:00.000000",10,1.0E+000,1.5932E+004,1.57751E+005
26,3.0E+001,"	2018-03-01 00:00:00.000000",10,1.0E+000,7.003E+003,5.8197E+004
25,3.1E+001,"	2018-03-01 00:00:00.000000",10,1.0E+000,8.779E+003,7.4939E+004
24,4.6E+001,"	2018-03-01 00:00:00.000000",10,0,2.6121E+004,3.34983E+005
23,4.5E+001,"	2018-03-01 00:00:00.000000",10,0,3.0272E+004,3.80438E+005
22,5.1E+001,"	2018-03-01 00:00:00.000000",10,0,2.1454E+004,3.05964E+005
21,5.5E+001,"	2018-03-01 00:00:00.000000",10,0,3.5063E+004,5.32811E+005
20,4.4E+001,"	2018-03-01 00:00:00.000000",10,0,1.6456E+004,2.01906E+005
19,3.0E+001,"	2018-03-01 00:00:00.000000",10,2.0E+000,1.9789E+004,1.63853E+005
18,4.2E+001,"	2018-03-01 00:00:00.000000",10,0,1.5806E+004,1.86303E+005
27,3.1E+001,"	2018-03-01 00:00:00.000000",9,1.0E+000,1.8408E+004,1.56456E+005
26,2.8E+001,"	2018-03-01 00:00:00.000000",9,2.0E+000,7.108E+003,5.5787E+004
25,3.2E+001,"	2018-03-01 00:00:00.000000",9,1.0E+000,9.174E+003,8.1261E+004
24,4.6E+001,"	2018-03-01 00:00:00.000000",9,0,2.9942E+004,3.79599E+005
23,4.5E+001,"	2018-03-01 00:00:00.000000",9,0,3.4523E+004,4.36221E+005
22,5.0E+001,"	2018-03-01 00:00:00.000000",9,0,2.1385E+004,2.99189E+005
21,5.4E+001,"	2018-03-01 00:00:00.000000",9,0,4.0261E+004,6.06938E+005
20,4.5E+001,"	2018-03-01 00:00:00.000000",9,0,1.6365E+004,2.02701E+005
19,3.2E+001,"	2018-03-01 00:00:00.000000",9,1.0E+000,2.232E+004,2.00426E+005
18,4.1E+001,"	2018-03-01 00:00:00.000000",9,0,1.6796E+004,1.89616E+005
17,3.5E+001,"	2018-03-01 00:00:00.000000",9,1.0E+000,2.9693E+004,2.87873E+005
3,4.9E+001,"	2018-03-01 00:00:00.000000",9,0,5.4599E+004,7.49971E+005
2,4.1E+001,"	2018-03-01 00:00:00.000000",9,1.0E+000,9.1024E+004,1.043233E+006
1,5.0E+001,"	2018-03-01 00:00:00.000000",9,0,2.3004E+004,3.18531E+005
0,5.7E+001,"	2018-03-01 00:00:00.000000",9,1.0E+000,2.2E+002,3.501E+003
67,5.1E+001,"	2018-03-01 00:00:00.000000",9,1.0E+000,1.2915E+004,1.84654E+005
66,4.5E+001,"	2018-03-01 00:00:00.000000",9,1.0E+000,7.848E+003,9.7921E+004
65,2.1E+001,"	2018-03-01 00:00:00.000000",9,7.0E+000,4.8E+002,2.751E+003
64,3.1E+001,"	2018-03-01 00:00:00.000000",9,3.0E+000,1.46E+003,1.2736E+004
63,5.8E+001,"	2018-03-01 00:00:00.000000",9,1.0E+000,4.217E+003,6.7884E+004
62,6.2E+001,"	2018-03-01 00:00:00.000000",9,1.0E+000,6.393E+003,1.10495E+005
61,5.0E+001,"	2018-03-01 00:00:00.000000",9,1.0E+000,7.0E+001,9.7E+002
60,3.5E+001,"	2018-03-01 00:00:00.000000",9,3.0E+000,1.301E+003,1.2678E+004
59,6.1E+001,"	2018-03-01 00:00:00.000000",9,1.0E+000,5.855E+003,9.9702E+004
58,5.8E+001,"	2018-03-01 00:00:00.000000",9,1.0E+000,4.36E+003,6.965E+004
57,6.1E+001,"	2018-03-01 00:00:00.000000",9,1.0E+000,5.629E+003,9.5161E+004
56,5.1E+001,"	2018-03-01 00:00:00.000000",9,2.0E+000,3.978E+003,5.616E+004
55,6.6E+001,"	2018-03-01 00:00:00.000000",9,0,3.687E+003,6.7664E+004
54,3.5E+001,"	2018-03-01 00:00:00.000000",9,2.0E+000,2.182E+003,2.1065E+004
53,5.5E+001,"	2018-03-01 00:00:00.000000",9,1.0E+000,1.279E+004,1.96927E+005
52,4.8E+001,"	2018-03-01 00:00:00.000000",9,1.0E+000,1.4054E+004,1.87751E+005
51,3.6E+001,"	2018-03-01 00:00:00.000000",9,1.0E+000,4.4332E+004,4.4852E+005
